data1
-2.646567109725548653e+04,2.646567109725548761e+01
-7.690925646303918958e+07,3.070283154169198242e+05
-8.531237544387066650e+10,7.639653074612488747e+08
-4.898553995631452344e+13,7.763426165658818359e+11
-1.711388528004851600e+16,4.212756436243316250e+14
-4.020836348850015232e+18,1.414747849817344160e+17
-6.800453659371194286e+20,3.228157182933868954e+19
-8.698768705151410635e+22,5.338356122606387593e+21
-8.737152838731065849e+24,6.707717201527866298e+23
-7.097388155744196611e+26,6.640236157435610603e+25
-4.775505211893800766e+28,5.329493287858824088e+27
-2.714653420094973782e+30,3.549792207507725462e+29
-1.325596855525855547e+32,2.000490751116142294e+31
-5.640126005235521993e+33,9.695794143274829145e+32
-2.116866948034900737e+35,4.098491563804479422e+34
-7.084383662247390517e+36,1.529436369955215936e+36
-2.134224968111379907e+38,5.092421667803712768e+37
-5.836807561297194531e+39,1.527156532737476291e+39
-1.460119183635008992e+41,4.159493388419159228e+40
-3.363795726422666240e+42,1.036684620380856425e+42
-7.180675318570477718e+43,2.380285928316229657e+43
-1.428280901363646687e+45,5.065640042918809937e+44
-2.660575656310294868e+46,1.004764564524513190e+46
-4.662943997475884254e+47,1.866837252177723535e+47
-7.721569715310084178e+48,3.264060798233118978e+48
-1.212822789852065114e+50,5.393219462693504941e+49
-1.813359255890033621e+51,8.453824038894763992e+50
-2.589344251322253968e+52,1.261579939454923380e+52
-3.541831217537002568e+53,1.798254938676903192e+53
-4.653814453068086725e+54,2.455669644158988538e+54
-5.889139474631903979e+55,3.221640585898101434e+55
-7.194327047327472957e+56,4.070867661839303247e+56
-8.503170145363676880e+57,4.966265761761207185e+57
-9.743389076260960027e+58,5.862185535509547551e+58
-1.084423816560743502e+60,6.709019335368260805e+59
-1.174383000869904010e+61,7.458426027234446397e+60
-1.239508252973647047e+62,8.068328616787286460e+61
-1.276953427567347594e+63,8.506940851987557327e+62
-1.285871102729246777e+64,8.755316577730992356e+63
-1.267315498882687481e+65,8.808217053695340101e+64
-1.223956338499576551e+66,8.673383633816637676e+65
-1.159668114128587566e+67,8.369530009930437076e+66
-1.079064622471489988e+68,7.923499812348349592e+67
-9.870420011032248211e+68,7.367068467964444937e+68
-8.883789304099181199e+69,6.733819874193111072e+69
-7.874245608793668666e+70,6.056426795142398878e+70
-6.878869032502190607e+71,5.364539242416453514e+71
-5.927195294813926770e+72,4.683363332961908035e+72
-5.040938472416433116e+73,4.032912063859108135e+73
-4.234381865392764574e+74,3.427838161243174519e+74
-3.515229392374744826e+75,2.877719126559082773e+75
-2.885720494725659297e+76,2.387651964205307110e+76
-2.343841654828510522e+77,1.959023083023192829e+77
-1.884507207908736633e+78,1.590339967276233895e+78
-1.500623176946453244e+79,1.278038524636288690e+79
-1.183984966999026945e+80,1.017208139230131576e+80
-9.259899122966911153e+80,8.022017443070599797e+80
-7.181678210404908221e+81,6.271186854312763168e+81
-5.525471244810697001e+82,4.861630978365627075e+82
-4.218821388873086484e+83,3.738902208988572032e+83
-3.197697805678688132e+84,2.853583123031205460e+84
-2.406833566472807518e+85,2.162056322807267751e+85
-1.799481401913327772e+86,1.626713861276382958e+86
-1.336794123384337954e+87,1.215774622167692291e+87
-9.869930947770110678e+87,9.028501848703451797e+87
-7.244467441241834207e+88,6.663698833827819993e+88
-5.287447897927735552e+89,4.889474890939637717e+89
-3.838239653607975680e+90,3.567472199366536990e+90
-2.771777569331578198e+91,2.588864833027756153e+91
-1.991655018104066681e+92,1.868970018177864099e+92
-1.424242522717056667e+93,1.342543791076910258e+93
-1.013790658698600831e+94,9.597812111421053457e+93
-7.184285061023860446e+94,6.829893780109203397e+94
-5.069468716585445376e+95,4.838713073532827021e+95
-3.562493845384911346e+96,3.413442269167533338e+96
-2.493586444013410270e+97,2.398120856972264256e+97
-1.738745761986434248e+98,1.678151292581492363e+98
-1.207949739569581839e+99,1.169863815244205936e+99
-8.362184817202828129e+99,8.125373311484504175e+99
-5.769034633824891621e+100,5.623569289568901790e+100
-3.966896863082290958e+101,3.878785508124735351e+101
-2.719021248401878273e+102,2.666528720647511219e+102
-1.857956578919180020e+103,1.827313316094660006e+103
-1.265799817699950484e+104,1.248369872788077505e+104
-8.598927148364871743e+104,8.503196422431432081e+104
-5.825251340487102133e+105,5.775279442901801821e+105
-3.935644244956936098e+106,3.911622796681109437e+106
-2.652074324874444625e+107,2.642248431727906505e+107
-1.782627349521848654e+108,1.780167642337070921e+108
-1.195295453787301110e+109,1.196341021234662950e+109
-7.995822972999056673e+109,8.020301143764021383e+109
-5.336497111667427962e+110,5.364154281451106692e+110
-3.553737133335079980e+111,3.579469783073270405e+111
-2.361455186732401509e+112,2.383272222185568224e+112
-1.565913624398782951e+113,1.583417846261620505e+113
-1.036279165061490608e+114,1.049814592357350624e+114
-6.844358038584807500e+114,6.946275393020423956e+114
-4.511913568914393805e+115,4.587116693614796593e+115
-2.968828191410518259e+116,3.023437840017988735e+116
-1.949974025270635795e+117,1.989114888245047237e+117
-1.278540247078041219e+118,1.306289530196150745e+118
-8.368802342095869804e+118,8.563712713761938942e+118
-5.468853163442342563e+119,5.604660053958962132e+119
-3.568068759109008455e+120,3.662028214443507130e+120
-2.324306486013904056e+121,2.388906988241554662e+121
-1.511803453874664457e+122,1.555969700448552964e+122
-9.818765795965464646e+122,1.011919283799097757e+123
-6.367886761499795437e+123,6.571299923447997850e+123
-4.124081627618534271e+124,4.261226242053165992e+124
-2.667280621296994981e+125,2.759385525388401085e+125
-1.722801309444376424e+126,1.784434765202836683e+126
-1.111326476216818368e+127,1.152431018781898939e+127
-7.159827539266646967e+127,7.433102218802400252e+127
-4.607144712138484901e+128,4.788291680646395610e+128
